Date,Close/Last,Volume,Open,High,Low
12/24/2019,$41.8015,6504699,$41.3979,$41.9611,$41.3979
12/23/2019,$41.3979,22609330,$41.3791,$41.5387,$41.2571
12/20/2019,$41.3885,41423050,$41.0599,$41.4824,$40.5812
12/19/2019,$40.9661,20723160,$40.6187,$40.9754,$40.3887
12/18/2019,$40.5436,27057380,$40.7877,$41.1913,$40.492
12/17/2019,$40.7314,18743120,$41.2007,$41.2007,$40.6187
12/16/2019,$40.8628,23559580,$41.2007,$41.3791,$40.6657
12/13/2019,$40.9097,28975890,$40.2151,$41.1162,$40.1118
12/12/2019,$40.3747,35992800,$39.6049,$40.553,$39.5861
12/11/2019,$39.4922,37611390,$40.1681,$40.2245,$39.4359
12/10/2019,$40.1494,30177390,$41.0505,$41.1162,$40.0883
12/09/2019,$41.2007,21650390,$41.5481,$42.3272,$41.0552
12/06/2019,$41.5293,14667740,$41.6419,$41.6983,$41.3134
12/05/2019,$41.3415,22570660,$40.8159,$41.3885,$40.6093
12/04/2019,$40.844,16872590,$41.0224,$41.0586,$40.6891
12/03/2019,$40.9754,22523110,$40.6938,$41.0505,$40.4404
12/02/2019,$40.9567,16789380,$41.6795,$41.6795,$40.8863
11/29/2019,$41.4448,8479332,$41.8672,$41.8672,$41.3415
11/27/2019,$41.6983,20426880,$41.1632,$41.8438,$40.9848
11/26/2019,$40.8816,38656970,$40.8065,$41.1632,$40.5999
11/25/2019,$40.6938,26200510,$42.0831,$42.1488,$40.6281
11/22/2019,$42.055,14107500,$41.8015,$42.1488,$41.5762
11/21/2019,$41.6419,16252820,$41.5762,$41.7264,$41.0975
11/20/2019,$41.5058,15244240,$41.6701,$41.8954,$41.1867
11/19/2019,$42.0644,16469520,$42.0174,$42.1535,$41.8578
11/18/2019,$41.8766,16261420,$41.595,$41.886,$41.3791
11/15/2019,$41.8297,23183710,$42.8623,$42.8717,$41.7076
11/14/2019,$42.6651,11364320,$42.3741,$42.7731,$42.2803
11/13/2019,$42.4305,11477580,$42.2897,$42.7637,$42.2146
11/12/2019,$42.4586,12175350,$42.4117,$42.5337,$42.1958
11/11/2019,$42.4774,11169500,$42.1301,$42.806,$42.1301
11/08/2019,$42.4211,13741760,$41.9423,$42.4305,$41.7076
11/07/2019,$41.9611,15632910,$41.7546,$42.2474,$41.5574
11/06/2019,$41.5105,19927420,$41.6044,$41.6325,$40.8628
11/05/2019,$41.5668,15991270,$41.2664,$41.7546,$40.9942
11/04/2019,$41.2007,20926410,$42.346,$42.4445,$41.0693
11/01/2019,$42.008,16314080,$42.4211,$42.4399,$41.7827
10/31/2019,$42.0737,23563140,$42.008,$42.1019,$41.2007
10/30/2019,$41.9517,14443120,$42.5713,$42.6464,$41.7358
10/29/2019,$42.5713,12664520,$42.4211,$42.8529,$42.3507
10/28/2019,$42.6558,14824040,$42.6088,$43.2284,$41.8203
10/25/2019,$42.8529,15256750,$42.4117,$42.9723,$42.181
10/24/2019,$42.0925,19165920,$44.3173,$44.3455,$41.7734
10/23/2019,$42.9186,23521470,$43.1908,$43.3551,$42.6839
10/22/2019,$42.9655,12172170,$43.0782,$43.2237,$42.8951
10/21/2019,$43.2565,10898660,$43.0782,$43.3833,$43.0031
10/18/2019,$42.7778,13553880,$43.2378,$43.2753,$42.637
10/17/2019,$43.1157,9393032,$43.0219,$43.1439,$42.7215
10/16/2019,$42.806,15021250,$42.7684,$43.0031,$42.5337
10/15/2019,$42.8717,9376770,$42.5337,$43.0125,$42.3319
10/14/2019,$42.4586,10177760,$42.59,$42.7496,$42.299
10/11/2019,$42.759,23089940,$42.0925,$43.1251,$41.8987
10/10/2019,$41.7734,9837381,$41.6795,$42.0925,$41.5857
10/09/2019,$41.6607,10640650,$41.764,$41.7921,$41.3509
10/08/2019,$41.4073,14376530,$42.008,$42.008,$40.9661
10/07/2019,$41.8578,13492410,$41.6701,$42.2052,$41.6138
10/04/2019,$41.9705,14984990,$41.6138,$42.2583,$41.5762
